filename,fecha_de_radicacion,has_unredacted,unredacted_vars,unredacted_values,date_of_decree,decree_year,county,state,physical_address,mailing_address,mailing_state,mailing_county,taxable_year_end,total_net_worth,income_interest_exempt,income_interest_nonexempt,income_dividends_exempt,income_dividends_nonexempt,income_capital_gains_exempt,income_capital_gains_nonexempt,income_wages_exempt,income_wages_nonexempt,income_other_income_exempt,income_other_income_nonexempt,does_grantee_own_a_home_in_puerto_rico_or_does_he/she_rent_it,primary_property_value,monthly_rent_pay,real_estate_municipality,does_grantee_own_other_real_estate_in_puerto_rico,n_nonprimary_real_estate,does_grantee_have_assets_located_in_puerto_rico,previous_reporting_year,current_reporting_year,asset_type_financial_previous_reporting_year,asset_type_financial_current_reporting_year,asset_type_financial_difference,asset_type_real_estate_previous_reporting_year,asset_type_real_estate_current_reporting_year,asset_type_real_estate_difference,asset_type_privately_held_business_previous_reporting_year,asset_type_privately_held_business_current_reporting_year,asset_type_privately_held_business_difference,asset_type_other_previous_reporting_year,asset_type_other_current_reporting_year,asset_type_other_difference,does_grantee_have_a_business_in_puerto_rico,n_business,business_information_table_height,business_type_1,business_decree_1,business_type_2,business_decree_2,business_type_3,business_decree_3,business_type_4,business_decree_4,business_type_5,business_decree_5,business_type_6,business_decree_6,business_type_7,business_decree_7,business_type_8,business_decree_8,business_type_9,business_decree_9,business_type_10,business_decree_10,business_type_11,business_decree_11,business_type_12,business_decree_12,business_type_13,business_decree_13,business_type_14,business_decree_14,business_type_15,business_decree_15,household_table_height,days_in_pr,expenditure_in_pr,charity_in_pr,total_amount_donated,n_charities,gender
2023-RepAct22-000395_Redacted.pdf,01/14/2023,FALSE,NA,NA,01/01/2021,2021,DORADO,PUERTO RICO,"DORADO, PUERTO RICO","DORADO, PUERTO RICO",PUERTO RICO,DORADO,12/31/2021,More than 100 million,0,3125,0,61287,0,1902513,0,142025,0,12566634,Own,1.2e+07,NA,NA,No,0,TRUE,2020,2021,0,3500000,3500000,0,2.5e+07,2.5e+07,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,313,250000,Yes,0,1,REDACTED
2023-RepAct22-000396_Redacted.pdf,01/17/2023,FALSE,NA,NA,04/01/2022,2022,Dorado,PR,"Dorado, PR","Dorado, PR",PR,Dorado,12/31/2021,Less than 1 million,7,0,24008,0,25781716,0,0,36107,0,8511,Rent,NA,1,NA,NA,0,TRUE,2020,2021,0,118864,118864,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,221,29887,No,0,0,REDACTED
2023-RepAct22-000397_Redacted.pdf,01/17/2023,FALSE,NA,NA,12/31/2020,2020,HUMACAO,NA,"HUMACAO,","HUMACAO, PUERTO RICO",PUERTO RICO,HUMACAO,12/31/2021,From 1 to 5 million,0,0,470000,0,665850,0,0,60000,0,7395,Own,6e+05,NA,NA,No,0,TRUE,2020,2021,0,0,0,0,6e+05,6e+05,0,5149,5149,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,355,1,Yes,2500,2,REDACTED
2023-RepAct22-000398_Redacted.pdf,01/11/2023,FALSE,NA,NA,12/31/2020,2020,San Juan,PR,"San Juan, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 10 to 25 million,85,0,63461,0,2049778,781,0,13248,0,700,Rent,NA,5400,NA,NA,0,TRUE,2020,2021,0,25000,25000,0,0,0,0,0,0,0,10000,10000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,171,75000,Yes,0,1,REDACTED
2023-RepAct22-000400_Redacted.pdf,01/17/2023,TRUE,business_decree_number_10,In Process,05/07/2013,2013,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2021,More than 100 million,2279260,0,10936770,0,2043514,131720,0,109216,5048295,936703,Own,1e+07,NA,NA,Yes,1,TRUE,2020,2021,3e+06,4e+06,1e+06,1.3e+07,1.3e+07,0,2.7e+07,1.8e+07,-9e+06,3e+06,3e+06,0,Yes,15,380,Other,FALSE,Other,FALSE,Real Estate/Property,FALSE,Other,FALSE,Other,FALSE,Other,FALSE,Other,FALSE,Other,FALSE,Other,FALSE,Other,TRUE,Other,FALSE,Other,FALSE,Other,TRUE,Other,FALSE,Other,FALSE,35,296,5e+05,Yes,0,1,REDACTED
2023-RepAct22-000401_Redacted.pdf,01/11/2023,FALSE,NA,NA,01/01/2019,2019,Dorado,PR,"Dorado, PR","San Juan, PR",PR,San Juan,12/31/2021,From 1 to 5 million,17527,0,165.5,0,3263,0,0,60000,0,24,Own,1200000,NA,NA,No,0,TRUE,2020,2021,3e+05,150000,-150000,0,1200000,1200000,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,275,50000,Yes,0,2,REDACTED
2023-RepAct22-000404_Redacted.pdf,01/17/2023,FALSE,NA,NA,01/01/2021,2021,Humacao,PR,"Humacao, PR","Humacao, PR",PR,Humacao,12/31/2021,From 1 to 5 million,0,0,0,0,-1000,0,0,182400,0,97322,Rent,NA,4750,NA,NA,0,TRUE,2020,2021,0,1e+05,1e+05,0,0,0,0,50000,50000,0,10000,10000,Yes,1,50,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,215,3e+05,No,0,0,REDACTED
2023-RepAct22-000405_Redacted.pdf,01/16/2023,FALSE,NA,NA,03/05/2019,2019,SAN JUAN,pr,"SAN JUAN, pr","SAN JUAN, pr",pr,SAN JUAN,12/31/2021,From 10 to 25 million,5835,914,9212,2859,10103910,191220,0,0,0,1800,Rent,NA,4300,NA,NA,0,TRUE,2020,2021,12903931,24790251,11886320,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,363,75000,Yes,0,3,REDACTED
2023-RepAct22-000407_Redacted.pdf,01/17/2023,FALSE,NA,NA,04/15/2021,2021,SAN JUAN,PR,"SAN JUAN , PR","HOUSTON , TX 77064",TX,HOUSTON,12/31/2021,More than 100 million,2021500,0,248868,0,5306668,12456498,0,789919,0,4173875,Rent,NA,3000,NA,NA,0,TRUE,2020,2021,0,1500000,1500000,0,0,0,0,0,0,0,0,0,Yes,1,85,Other,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,194,1255185,Yes,0,1,REDACTED
2023-RepAct22-000408_Redacted.pdf,01/17/2023,FALSE,NA,NA,01/01/2015,2015,DORADO,PR,"DORADO, PR","DORADO, PR",PR,DORADO,12/31/2021,From 1 to 5 million,33198,0,423,0,611761,0,0,12419,0,9746,Own,2500000,NA,NA,Yes,1,TRUE,2020,2021,12547,5000,-7547,2500000,3250000,750000,0,0,0,1122801,50000,-1072801,Yes,1,120,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,250,99600,Yes,1140,2,REDACTED
2023-RepAct22-000409_Redacted.pdf,01/12/2023,FALSE,NA,NA,02/01/2019,2019,RINCON,PR,"RINCON, PR","RINCON, PR",PR,RINCON,12/31/2021,From 10 to 25 million,52608,0,108225,0,89429,0,0,17078762,0,0,Rent,NA,10000,NA,NA,0,FALSE,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,45,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,365,1e+05,Yes,0,1,REDACTED
2023-RepAct22-000411_Redacted.pdf,01/17/2023,FALSE,NA,NA,04/11/2017,2017,SAN GERMAN,PR,"SAN GERMAN, PR","SAN GERMAN, PR",PR,SAN GERMAN,12/31/2021,From 10 to 25 million,27,0,46230,0,0,160435,0,7115,0,1905575,Own,4e+05,NA,NA,No,0,TRUE,2020,2021,50000,60000,10000,3623669,2500000,-1123669,756000,772000,16000,0,0,0,Yes,1,40,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,188,90000,No,0,0,REDACTED
2023-RepAct22-000412_Redacted.pdf,01/16/2023,FALSE,NA,NA,06/21/2020,2020,San juan,Puerto Rico,"San juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,12/31/2021,Less than 1 million,0,0,0,0,71814,0,0,0,0,0,Rent,NA,500,NA,NA,0,TRUE,2020,2021,0,75000,75000,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,59,14500,Yes,0,1,REDACTED
2023-RepAct22-000413_Redacted.pdf,01/12/2023,FALSE,NA,NA,05/31/2018,2018,RINCON,PR,"RINCON, PR","RINCON, PR",PR,RINCON,12/31/2021,Less than 1 million,0,0,0,0,13429,0,0,0,0,61722,NA,NA,NA,NA,NA,0,TRUE,2020,2021,0,15883,15883,0,0,0,0,0,0,0,73277,73277,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,283,30000,Yes,0,5,REDACTED
2023-RepAct22-000414_Redacted.pdf,01/14/2023,FALSE,NA,NA,01/07/2020,2020,Carolina,PR,"Carolina, PR","Carolina, PR",PR,Carolina,12/31/2021,From 10 to 25 million,20273,0,18874,0,1949697,36922,0,50000,0,319981,Own,960000,NA,NA,No,0,TRUE,2020,2021,5000,5000,0,0,0,0,50000,909351,859351,35000,35000,0,Yes,1,40,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,202,3e+05,Yes,0,1,REDACTED
2023-RepAct22-000415_Redacted.pdf,01/17/2023,FALSE,NA,NA,04/19/2021,2021,MAYAGUEZ,PR,"MAYAGUEZ, PR","MAYAGUEZ, PR",PR,MAYAGUEZ,12/31/2021,Less than 1 million,0,0,0,0,3832,0,0,0,0,0,Rent,NA,500,NA,NA,0,TRUE,2020,2021,0,700,700,0,0,0,0,0,0,0,10000,10000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,193,46000,Yes,0,1,REDACTED
2023-RepAct22-000416_Redacted.pdf,01/17/2023,FALSE,NA,NA,05/15/2021,2021,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 10 to 25 million,266,0,0,0,2585321,0,0,0,171872,0,Rent,NA,7500,NA,NA,0,TRUE,2020,2021,0,0,0,0,0,0,0,1232500,1232500,0,0,0,Yes,2,70,Other,TRUE,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,185,50000,No,0,0,REDACTED
2023-RepAct22-000417_Redacted.pdf,01/17/2023,FALSE,NA,NA,11/22/2021,2021,HUMACAO,PR,"HUMACAO, PR","HUMACAO, PR",PR,HUMACAO,12/31/2021,From 5 to 10 million,14,0,0,0,2118019,0,0,0,0,0,Own,2700000,NA,NA,No,0,TRUE,2020,2021,0,50000,50000,0,2700000,2700000,0,4079836,4079836,0,5e+05,5e+05,Yes,1,60,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,192,45000,Yes,0,1,REDACTED
2023-RepAct22-000418_Redacted.pdf,01/17/2023,FALSE,NA,NA,01/29/2021,2021,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,Less than 1 million,0,0,0,0,1773684,0,0,0,243723,0,Rent,NA,4800,NA,NA,0,TRUE,2020,2021,0,1500,1500,0,0,0,0,0,0,0,0,0,Yes,1,50,Service,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,233,75000,Yes,0,1,REDACTED
2023-RepAct22-000419_Redacted.pdf,01/13/2023,FALSE,NA,NA,03/11/2021,2021,DORADO,PR,"DORADO, PR","DORADO, PR",PR,DORADO,12/31/2021,From 5 to 10 million,562,0,94348,0,0,52219,0,294755,26846,0,Own,4500000,NA,NA,No,0,TRUE,2020,2021,0,5e+06,5e+06,0,2500000,2500000,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,211,50000,Yes,8000,2,REDACTED
2023-RepAct22-000420_Redacted.pdf,01/17/2023,FALSE,NA,NA,01/11/2019,2019,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 50 to 75 million,1661254.5,0,573319,0,3185147,73568,0,134219.5,0,5142584.5,Own,3300000,NA,NA,No,0,TRUE,2020,2021,20000,50000,30000,3300000,3300000,0,0,0,0,85000,85000,0,Yes,1,60,Real Estate/Property,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,283,180000,Yes,22949,5,REDACTED
2023-RepAct22-000421_Redacted.pdf,01/12/2023,FALSE,NA,NA,12/13/2021,2021,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 10 to 25 million,5871,0,5549,0,11420,0,0,120300,149669,0,Own,1150000,NA,NA,No,0,TRUE,2020,2021,0,4340000,4340000,0,1150000,1150000,0,522000,522000,0,45000,45000,Yes,1,85,Real Estate/Property,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,223,50000,Yes,0,2,REDACTED
2023-RepAct22-000422_Redacted.pdf,01/16/2023,FALSE,NA,NA,01/05/2021,2021,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 1 to 5 million,0,0,37000,0,0,0,0,52000,0,190,Rent,NA,3000,NA,NA,0,TRUE,2020,2021,0,1e+06,1e+06,0,0,0,0,417434,417434,0,0,0,Yes,1,50,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,301,1e+05,No,0,0,REDACTED
2023-RepAct22-000423_Redacted.pdf,01/25/2023,FALSE,NA,NA,02/01/2019,2019,CAROLINA,PR,"CAROLINA, PR","CAROLINA, PR",PR,CAROLINA,12/31/2021,Less than 1 million,0,0,208,0,-9771,0,0,0,10800,0,Rent,NA,2200,NA,NA,0,TRUE,2020,2021,0,7020,7020,0,0,0,0,781483,781483,0,0,0,Yes,1,90,Private,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,365,12000,Yes,0,1,REDACTED
2023-RepAct22-000425_Redacted.pdf,01/17/2023,FALSE,NA,NA,06/08/2021,2021,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 1 to 5 million,7424,0,0,0,372444,0,0,0,171872,0,Rent,NA,10000,NA,NA,0,TRUE,2020,2021,0,0,0,0,0,0,0,1232500,1232500,0,0,0,Yes,2,60,Other,TRUE,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,200,30000,No,0,0,REDACTED
2023-RepAct22-000426_Redacted.pdf,01/13/2023,FALSE,NA,NA,05/08/2021,2021,HUMACAO,PR,"HUMACAO, PR","HUMACAO, PR",PR,HUMACAO,12/31/2021,From 1 to 5 million,0,0,0,0,61222,0,0,0,0,0,Rent,NA,2100,NA,NA,0,TRUE,2020,2021,0,5000,5000,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,189,25000,No,0,0,REDACTED
2023-RepAct22-000427_Redacted.pdf,01/16/2023,FALSE,NA,NA,06/21/2021,2021,HUMACAO,PUERTO RICO,"HUMACAO, PUERTO RICO","HUMACAO, PUERTO RICO",PUERTO RICO,HUMACAO,12/31/2021,Less than 1 million,1,0,0,0,0,0,0,30000,59521,0,Own,265000,NA,NA,No,0,TRUE,2020,2021,0,210000,210000,0,265000,265000,0,656076.5,656076.5,0,35000,35000,Yes,1,45,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,168,310000,No,0,0,REDACTED
2023-RepAct22-000428_Redacted.pdf,01/17/2023,FALSE,NA,NA,06/29/2021,2021,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 5 to 10 million,0,0,0,0,3803,0,0,95833,0,0,Rent,NA,1500,NA,NA,0,TRUE,2020,2021,0,0,0,0,0,0,0,20000,20000,0,0,0,Yes,1,60,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,193,40000,No,0,0,REDACTED
2023-RepAct22-000429_Redacted.pdf,01/16/2023,FALSE,NA,NA,04/16/2021,2021,Dorado,PR,"Dorado, PR","Dorado, PR",PR,Dorado,12/31/2021,More than 100 million,26990,0,2340748,0,8372448,0,0,1170,0,35956,Own,2e+07,NA,NA,Yes,1,TRUE,2020,2021,0,3230138.5,3230138.5,0,25370000,25370000,0,3523543,3523543,0,125000,125000,Yes,1,40,Real Estate/Property,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,221,135000,Yes,0,1,REDACTED
2023-RepAct22-000430_Redacted.pdf,01/16/2023,FALSE,NA,NA,01/13/2013,2013,DORADO,PR,"DORADO, PR","DORADO, PR",PR,DORADO,12/31/2021,More than 100 million,323137,0,313584,0,13867323,0,0,0,0,115064,Own,2e+07,NA,NA,Yes,1,TRUE,2020,2021,100010000,26100000,-73910000,2.5e+07,2.2e+07,-3e+06,5e+07,6e+07,1e+07,5e+06,2e+05,-4800000,Yes,1,60,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,231,6e+05,Yes,0,1,REDACTED
2023-RepAct22-000431_Redacted.pdf,01/17/2023,FALSE,NA,NA,05/07/2021,2021,RINCON,PR,"RINCON, PR","GROVE, VA",VA,GROVE,12/31/2021,Less than 1 million,0,0,0,0,148329,0,0,344146,0,2773,Rent,NA,1400,"GUAYAMA, PR",NA,0,TRUE,2020,2021,0,0,0,0,0,0,0,0,0,0,80000,80000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,204,110000,Yes,0,1,REDACTED
2023-RepAct22-000432_Redacted.pdf,01/13/2023,FALSE,NA,NA,06/23/2021,2021,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2021,From 1 to 5 million,0,0,0,0,-98563,2040702,0,0,0,138054,Rent,NA,4500,NA,NA,0,TRUE,2020,2021,0,881,881,0,0,0,0,0,0,0,69940,69940,Yes,1,40,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,215,60000,Yes,0,1,REDACTED
2023-RepAct22-000433_Redacted.pdf,01/16/2023,FALSE,NA,NA,10/19/2018,2018,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 10 to 25 million,0,0,170000,0,-2576003,0,0,0,33376,0,Own,2e+06,NA,NA,No,0,TRUE,2020,2021,30000,3e+05,270000,1200000,2e+06,8e+05,5e+06,1.5e+07,1e+07,0,150000,150000,Yes,1,95,Financial,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,263,70000,Yes,0,1,REDACTED
2023-RepAct22-000436_Redacted.pdf,01/13/2023,FALSE,NA,NA,07/12/2018,2018,GUAYNABO,PR,"GUAYNABO, PR","GUAYNABO, PR",PR,GUAYNABO,12/31/2021,From 1 to 5 million,21014,0,1351276,0,40781,0,0,0,0,1049037,Own,1e+06,NA,NA,No,0,TRUE,2020,2021,10000,10000,0,925000,925000,0,0,0,0,0,0,0,Yes,1,60,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,344,1e+05,Yes,0,1,REDACTED
2023-RepAct22-000437_Redacted.pdf,01/23/2023,FALSE,NA,NA,09/02/2015,2015,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 1 to 5 million,88771,0,0,0,0,0,0,80000,350,0,Own,480000,NA,NA,No,0,TRUE,2020,2021,10000,5585,-4415,0,0,0,0,0,0,20000,36000,16000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,185,50000,No,0,0,REDACTED
2023-RepAct22-000438_Redacted.pdf,01/17/2023,FALSE,NA,NA,02/01/2019,2019,Dorado,Puerto Rico,"Dorado, Puerto Rico","Dorado, Puerto Rico",Puerto Rico,Dorado,12/31/2021,Less than 1 million,0,0,467177,0,37117,0,0,70298,0,0,Rent,NA,16000,NA,NA,0,TRUE,2020,2021,810000,810000,0,0,0,0,0,210247,210247,0,60000,60000,Yes,1,50,Entertainment,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,311,150000,Yes,0,1,REDACTED
2023-RepAct22-000439_Redacted.pdf,01/12/2023,FALSE,NA,NA,01/01/2021,2021,VEGA ALTA,PUERTO RICO,"VEGA ALTA , PUERTO RICO","VEGA ALTA , PUERTO RICO",PUERTO RICO,VEGA ALTA,12/31/2021,From 10 to 25 million,0,0,0,0,0,0,0,0,0,0,Rent,NA,6500,NA,NA,0,TRUE,2020,2021,0,5000,5000,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,10,4500,No,0,0,REDACTED
2023-RepAct22-000440_Redacted.pdf,01/17/2023,FALSE,NA,NA,03/02/2021,2021,VEGA ALTA,PR,"VEGA ALTA, PR","VEGA ALTA, PR",PR,VEGA ALTA,12/31/2021,From 1 to 5 million,1,0,9167,0,620071,160574,0,0,0,68000,Own,6e+05,NA,NA,No,0,TRUE,2020,2021,0,10000,10000,0,6e+05,6e+05,0,0,0,0,1075000,1075000,Yes,1,50,Service,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,350,2e+05,No,0,0,REDACTED
2023-RepAct22-000442_Redacted.pdf,01/11/2023,FALSE,NA,NA,11/04/2020,2020,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2021,From 1 to 5 million,2000,0,201000,0,0,0,0,25000,0,0,Rent,NA,1600,NA,NA,0,TRUE,2020,2021,150000,3e+05,150000,0,0,0,3000,3000,0,0,0,0,Yes,1,40,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,162,20000,Yes,0,1,REDACTED
2023-RepAct22-000443_Redacted.pdf,01/17/2023,FALSE,NA,NA,01/01/2021,2021,VEGA ALTA,PR,"VEGA ALTA, PR","VEGA ALTA, PR",PR,VEGA ALTA,12/31/2021,Less than 1 million,383,0,0,0,208286,136020,0,120989,0,0,Own,160000,NA,NA,No,0,TRUE,2020,2021,0,15000,15000,0,0,0,0,25000,25000,0,67000,67000,Yes,1,40,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,245,175000,No,0,0,REDACTED
2023-RepAct22-000444_Redacted.pdf,01/16/2023,FALSE,NA,NA,07/15/2021,2021,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,12/31/2021,From 1 to 5 million,0,0,0,0,835495,1006,0,6250,927217,0,Own,340000,NA,NA,No,0,TRUE,2020,2021,0,0,0,0,340000,340000,0,0,0,2e+05,5e+05,3e+05,Yes,1,35,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,194,60000,Yes,0,2,REDACTED
